,Tavg,HC Air temperature [°C] max,HC Air temperature [°C] min,opstina,mesto,usev
16/03/2018 07:00,10,10.29,9.58,Novi Sad,Nestin,Kruska
16/03/2018 08:00,10.4,10.63,10.24,Novi Sad,Nestin,Kruska
16/03/2018 09:00,10.6,10.87,10.33,Novi Sad,Nestin,Kruska
16/03/2018 10:00,10.97,11.23,10.7,Novi Sad,Nestin,Kruska
16/03/2018 11:00,11.53,11.94,11.05,Novi Sad,Nestin,Kruska
16/03/2018 12:00,11.85,12.15,11.57,Novi Sad,Nestin,Kruska
16/03/2018 13:00,11.87,12.16,11.65,Novi Sad,Nestin,Kruska
16/03/2018 14:00,13.25,13.63,12.48,Novi Sad,Nestin,Kruska
16/03/2018 15:00,12.22,12.99,11.51,Novi Sad,Nestin,Kruska
16/03/2018 16:00,11.62,11.88,11.5,Novi Sad,Nestin,Kruska
16/03/2018 17:00,12,12.1,11.85,Novi Sad,Nestin,Kruska
16/03/2018 18:00,12.3,12.53,11.92,Novi Sad,Nestin,Kruska
16/03/2018 19:00,11.56,12.36,10.8,Novi Sad,Nestin,Kruska
16/03/2018 20:00,10.46,10.65,10.34,Novi Sad,Nestin,Kruska
16/03/2018 21:00,10.36,10.74,9.6,Novi Sad,Nestin,Kruska
16/03/2018 22:00,8.87,9.47,8.32,Novi Sad,Nestin,Kruska
16/03/2018 23:00,8.26,8.63,7.9,Novi Sad,Nestin,Kruska
17/03/2018 00:00,7.31,8.15,6.54,Novi Sad,Nestin,Kruska
17/03/2018 01:00,6.26,6.61,5.99,Novi Sad,Nestin,Kruska
17/03/2018 02:00,6.15,6.5,5.89,Novi Sad,Nestin,Kruska
17/03/2018 03:00,6.37,7.35,5.96,Novi Sad,Nestin,Kruska
17/03/2018 04:00,8.69,9.11,7.68,Novi Sad,Nestin,Kruska
17/03/2018 05:00,9.48,9.89,9.09,Novi Sad,Nestin,Kruska
17/03/2018 06:00,9.45,9.63,9.3,Novi Sad,Nestin,Kruska
17/03/2018 07:00,9.38,9.61,9.2,Novi Sad,Nestin,Kruska
17/03/2018 08:00,9.36,9.55,9.25,Novi Sad,Nestin,Kruska
17/03/2018 09:00,9.17,9.34,9.05,Novi Sad,Nestin,Kruska
17/03/2018 10:00,9.44,9.58,9.36,Novi Sad,Nestin,Kruska
17/03/2018 11:00,9.55,9.8,9.37,Novi Sad,Nestin,Kruska
17/03/2018 12:00,9.87,10.01,9.74,Novi Sad,Nestin,Kruska
17/03/2018 13:00,9.87,10.04,9.81,Novi Sad,Nestin,Kruska
17/03/2018 14:00,9.9,10.21,9.66,Novi Sad,Nestin,Kruska
17/03/2018 15:00,9.56,9.78,9.31,Novi Sad,Nestin,Kruska
17/03/2018 16:00,9.12,9.31,8.89,Novi Sad,Nestin,Kruska
17/03/2018 17:00,8.55,8.88,8.25,Novi Sad,Nestin,Kruska
17/03/2018 18:00,8.2,8.26,8.16,Novi Sad,Nestin,Kruska
17/03/2018 19:00,8.03,8.18,7.95,Novi Sad,Nestin,Kruska
17/03/2018 20:00,7.78,8.01,7.3,Novi Sad,Nestin,Kruska
17/03/2018 21:00,5.98,7.15,5.19,Novi Sad,Nestin,Kruska
17/03/2018 22:00,4.65,5.06,4,Novi Sad,Nestin,Kruska
17/03/2018 23:00,3.65,3.93,3.45,Novi Sad,Nestin,Kruska
18/03/2018 00:00,3.3,3.4,3.17,Novi Sad,Nestin,Kruska
18/03/2018 01:00,2.71,3.11,2.39,Novi Sad,Nestin,Kruska
18/03/2018 02:00,2.21,2.38,2.1,Novi Sad,Nestin,Kruska
18/03/2018 03:00,1.99,2.09,1.88,Novi Sad,Nestin,Kruska
18/03/2018 04:00,1.77,1.84,1.7,Novi Sad,Nestin,Kruska
18/03/2018 05:00,1.48,1.71,1,Novi Sad,Nestin,Kruska
18/03/2018 06:00,0.36,1.04,-0.12,Novi Sad,Nestin,Kruska
18/03/2018 07:00,-0.28,-0.13,-0.4,Novi Sad,Nestin,Kruska
18/03/2018 08:00,-0.45,-0.34,-0.57,Novi Sad,Nestin,Kruska
18/03/2018 09:00,-0.54,-0.42,-0.67,Novi Sad,Nestin,Kruska
18/03/2018 10:00,-0.33,0.02,-0.56,Novi Sad,Nestin,Kruska
18/03/2018 11:00,0.45,1.39,0.09,Novi Sad,Nestin,Kruska
18/03/2018 12:00,1.52,1.84,1.17,Novi Sad,Nestin,Kruska
18/03/2018 13:00,2.25,2.7,1.88,Novi Sad,Nestin,Kruska
18/03/2018 14:00,2.21,2.57,1.91,Novi Sad,Nestin,Kruska
18/03/2018 15:00,2.25,2.56,1.95,Novi Sad,Nestin,Kruska
18/03/2018 16:00,1.74,1.95,1.55,Novi Sad,Nestin,Kruska
18/03/2018 17:00,1.27,1.43,1.07,Novi Sad,Nestin,Kruska
18/03/2018 18:00,0.9,1.08,0.74,Novi Sad,Nestin,Kruska
18/03/2018 19:00,0.55,0.75,0.13,Novi Sad,Nestin,Kruska
18/03/2018 20:00,-0.19,0.01,-0.39,Novi Sad,Nestin,Kruska
18/03/2018 21:00,-0.68,-0.43,-0.96,Novi Sad,Nestin,Kruska
18/03/2018 22:00,-1.11,-0.97,-1.35,Novi Sad,Nestin,Kruska
18/03/2018 23:00,-1.48,-1.38,-1.68,Novi Sad,Nestin,Kruska
19/03/2018 00:00,-1.61,-1.5,-1.76,Novi Sad,Nestin,Kruska
19/03/2018 01:00,-1.72,-1.64,-1.8,Novi Sad,Nestin,Kruska
19/03/2018 02:00,-1.69,-1.57,-1.77,Novi Sad,Nestin,Kruska
19/03/2018 03:00,-2.3,-1.76,-2.51,Novi Sad,Nestin,Kruska
19/03/2018 04:00,-2.47,-2.43,-2.59,Novi Sad,Nestin,Kruska
19/03/2018 05:00,-2.59,-2.51,-2.7,Novi Sad,Nestin,Kruska
19/03/2018 06:00,-2.65,-2.59,-2.71,Novi Sad,Nestin,Kruska
19/03/2018 07:00,-2.62,-2.6,-2.69,Novi Sad,Nestin,Kruska
19/03/2018 08:00,-2.62,-2.47,-2.75,Novi Sad,Nestin,Kruska
19/03/2018 09:00,-2.34,-2.06,-2.55,Novi Sad,Nestin,Kruska
19/03/2018 10:00,-1.92,-1.68,-2.24,Novi Sad,Nestin,Kruska
19/03/2018 11:00,-1.27,-1.13,-1.51,Novi Sad,Nestin,Kruska
19/03/2018 12:00,-1.28,-1.19,-1.43,Novi Sad,Nestin,Kruska
19/03/2018 13:00,-1.33,-1.27,-1.45,Novi Sad,Nestin,Kruska
19/03/2018 14:00,-1.21,-1.07,-1.31,Novi Sad,Nestin,Kruska
19/03/2018 15:00,-1.14,-1.09,-1.23,Novi Sad,Nestin,Kruska
19/03/2018 16:00,-1.14,-1.04,-1.19,Novi Sad,Nestin,Kruska
19/03/2018 17:00,-1.11,-1.06,-1.17,Novi Sad,Nestin,Kruska
19/03/2018 18:00,-1.1,-1.02,-1.16,Novi Sad,Nestin,Kruska
19/03/2018 19:00,-1.09,-1.05,-1.15,Novi Sad,Nestin,Kruska
19/03/2018 20:00,-1.27,-1.08,-1.47,Novi Sad,Nestin,Kruska
19/03/2018 21:00,-1.56,-1.53,-1.63,Novi Sad,Nestin,Kruska
19/03/2018 22:00,-1.65,-1.61,-1.74,Novi Sad,Nestin,Kruska
19/03/2018 23:00,-1.88,-1.74,-2,Novi Sad,Nestin,Kruska
20/03/2018 00:00,-2.02,-1.95,-2.08,Novi Sad,Nestin,Kruska
20/03/2018 01:00,-2.07,-2.03,-2.12,Novi Sad,Nestin,Kruska
20/03/2018 02:00,-2.13,-2.11,-2.16,Novi Sad,Nestin,Kruska
20/03/2018 03:00,-2.19,-2.15,-2.24,Novi Sad,Nestin,Kruska
20/03/2018 04:00,-2.21,-2.17,-2.25,Novi Sad,Nestin,Kruska
20/03/2018 05:00,-2.13,-2.07,-2.19,Novi Sad,Nestin,Kruska
20/03/2018 06:00,-1.92,-1.78,-2.04,Novi Sad,Nestin,Kruska
20/03/2018 07:00,-1.81,-1.74,-1.96,Novi Sad,Nestin,Kruska
20/03/2018 08:00,-1.8,-1.66,-1.92,Novi Sad,Nestin,Kruska
20/03/2018 09:00,-1.4,-1.1,-1.64,Novi Sad,Nestin,Kruska
20/03/2018 10:00,-1.06,-0.88,-1.27,Novi Sad,Nestin,Kruska
20/03/2018 11:00,-0.98,-0.85,-1.15,Novi Sad,Nestin,Kruska
20/03/2018 12:00,-0.79,-0.25,-1.07,Novi Sad,Nestin,Kruska
20/03/2018 13:00,-0.16,-0.05,-0.25,Novi Sad,Nestin,Kruska
20/03/2018 14:00,0.09,0.46,-0.29,Novi Sad,Nestin,Kruska
20/03/2018 15:00,0.48,0.64,0.41,Novi Sad,Nestin,Kruska
20/03/2018 16:00,0.54,0.78,0.41,Novi Sad,Nestin,Kruska
20/03/2018 17:00,0.47,0.81,0.27,Novi Sad,Nestin,Kruska
20/03/2018 18:00,0.02,0.36,-0.23,Novi Sad,Nestin,Kruska
20/03/2018 19:00,-0.16,-0.13,-0.23,Novi Sad,Nestin,Kruska
20/03/2018 20:00,-0.18,-0.11,-0.3,Novi Sad,Nestin,Kruska
20/03/2018 21:00,-0.07,0.02,-0.17,Novi Sad,Nestin,Kruska
20/03/2018 22:00,-0.06,-0.01,-0.14,Novi Sad,Nestin,Kruska
20/03/2018 23:00,-0.45,-0.15,-0.68,Novi Sad,Nestin,Kruska
21/03/2018 00:00,-0.61,-0.52,-0.7,Novi Sad,Nestin,Kruska
21/03/2018 01:00,-0.41,-0.35,-0.54,Novi Sad,Nestin,Kruska
21/03/2018 02:00,-0.51,-0.42,-0.56,Novi Sad,Nestin,Kruska
21/03/2018 03:00,-0.49,-0.36,-0.6,Novi Sad,Nestin,Kruska
21/03/2018 04:00,-0.38,-0.35,-0.43,Novi Sad,Nestin,Kruska
21/03/2018 05:00,-0.68,-0.44,-1.09,Novi Sad,Nestin,Kruska
21/03/2018 06:00,-1.52,-1.15,-1.82,Novi Sad,Nestin,Kruska
21/03/2018 07:00,-2.06,-1.78,-2.27,Novi Sad,Nestin,Kruska
21/03/2018 08:00,-2.2,-1.98,-2.32,Novi Sad,Nestin,Kruska
21/03/2018 09:00,-1.85,-1.71,-2.03,Novi Sad,Nestin,Kruska
21/03/2018 10:00,-1.5,-1.32,-1.77,Novi Sad,Nestin,Kruska
21/03/2018 11:00,-1.41,-1.32,-1.55,Novi Sad,Nestin,Kruska
21/03/2018 12:00,-1.62,-1.44,-1.87,Novi Sad,Nestin,Kruska
21/03/2018 13:00,-1.22,-0.68,-1.54,Novi Sad,Nestin,Kruska
21/03/2018 14:00,-0.29,-0.03,-0.66,Novi Sad,Nestin,Kruska
21/03/2018 15:00,0.6,1.29,0.04,Novi Sad,Nestin,Kruska
21/03/2018 16:00,1.25,1.35,1.04,Novi Sad,Nestin,Kruska
21/03/2018 17:00,1.13,1.29,0.91,Novi Sad,Nestin,Kruska
21/03/2018 18:00,0.47,0.86,0.18,Novi Sad,Nestin,Kruska
21/03/2018 19:00,-0.12,0.1,-0.31,Novi Sad,Nestin,Kruska
21/03/2018 20:00,-0.69,-0.42,-0.86,Novi Sad,Nestin,Kruska
21/03/2018 21:00,-0.66,-0.57,-0.75,Novi Sad,Nestin,Kruska
21/03/2018 22:00,-0.96,-0.71,-1.26,Novi Sad,Nestin,Kruska
21/03/2018 23:00,-1.08,-0.98,-1.24,Novi Sad,Nestin,Kruska
22/03/2018 00:00,-0.66,-0.47,-1,Novi Sad,Nestin,Kruska
22/03/2018 01:00,-0.44,-0.38,-0.56,Novi Sad,Nestin,Kruska
22/03/2018 02:00,-0.57,-0.53,-0.63,Novi Sad,Nestin,Kruska
22/03/2018 03:00,-1.04,-0.66,-1.49,Novi Sad,Nestin,Kruska
22/03/2018 04:00,-1.6,-1.36,-1.8,Novi Sad,Nestin,Kruska
22/03/2018 05:00,-2.1,-1.74,-2.51,Novi Sad,Nestin,Kruska
22/03/2018 06:00,-2.18,-1.79,-2.78,Novi Sad,Nestin,Kruska
22/03/2018 07:00,-2.39,-1.65,-3.12,Novi Sad,Nestin,Kruska
22/03/2018 08:00,-1.49,-1.32,-1.64,Novi Sad,Nestin,Kruska
22/03/2018 09:00,-1.09,-0.92,-1.3,Novi Sad,Nestin,Kruska
22/03/2018 10:00,-0.71,-0.43,-0.99,Novi Sad,Nestin,Kruska
22/03/2018 11:00,-0.08,0.31,-0.44,Novi Sad,Nestin,Kruska
22/03/2018 12:00,0.54,0.87,0.18,Novi Sad,Nestin,Kruska
22/03/2018 13:00,0.85,1.05,0.65,Novi Sad,Nestin,Kruska
22/03/2018 14:00,0.86,1,0.75,Novi Sad,Nestin,Kruska
22/03/2018 15:00,0.66,1.05,0.39,Novi Sad,Nestin,Kruska
22/03/2018 16:00,0.13,0.51,-0.08,Novi Sad,Nestin,Kruska
22/03/2018 17:00,-0.19,-0.1,-0.28,Novi Sad,Nestin,Kruska
22/03/2018 18:00,-0.37,-0.3,-0.44,Novi Sad,Nestin,Kruska
22/03/2018 19:00,-0.6,-0.46,-1.09,Novi Sad,Nestin,Kruska
22/03/2018 20:00,-1.51,-1.19,-1.99,Novi Sad,Nestin,Kruska
22/03/2018 21:00,-2.23,-2.06,-2.4,Novi Sad,Nestin,Kruska
22/03/2018 22:00,-2.38,-2.26,-2.47,Novi Sad,Nestin,Kruska
22/03/2018 23:00,-2.41,-2.31,-2.44,Novi Sad,Nestin,Kruska
23/03/2018 00:00,-2.47,-2.41,-2.53,Novi Sad,Nestin,Kruska
23/03/2018 01:00,-2.54,-2.52,-2.56,Novi Sad,Nestin,Kruska
23/03/2018 02:00,-2.56,-2.51,-2.58,Novi Sad,Nestin,Kruska
23/03/2018 03:00,-2.45,-2.44,-2.47,Novi Sad,Nestin,Kruska
23/03/2018 04:00,-2.35,-2.27,-2.45,Novi Sad,Nestin,Kruska
23/03/2018 05:00,-2.32,-2.31,-2.35,Novi Sad,Nestin,Kruska
23/03/2018 06:00,-2.38,-2.36,-2.42,Novi Sad,Nestin,Kruska
23/03/2018 07:00,-2.3,-2.17,-2.45,Novi Sad,Nestin,Kruska
23/03/2018 08:00,-2.22,-2.15,-2.28,Novi Sad,Nestin,Kruska
23/03/2018 09:00,-2.07,-1.84,-2.26,Novi Sad,Nestin,Kruska
23/03/2018 10:00,-1.35,-1.05,-1.8,Novi Sad,Nestin,Kruska
23/03/2018 11:00,-0.9,-0.72,-1.1,Novi Sad,Nestin,Kruska
23/03/2018 12:00,-0.56,-0.36,-0.93,Novi Sad,Nestin,Kruska
23/03/2018 13:00,-0.79,-0.32,-1.13,Novi Sad,Nestin,Kruska
23/03/2018 14:00,-0.38,-0.25,-0.53,Novi Sad,Nestin,Kruska
23/03/2018 15:00,-0.36,-0.11,-0.61,Novi Sad,Nestin,Kruska
23/03/2018 16:00,-0.31,-0.05,-0.45,Novi Sad,Nestin,Kruska
23/03/2018 17:00,-0.55,-0.47,-0.64,Novi Sad,Nestin,Kruska
23/03/2018 18:00,-1,-0.72,-1.23,Novi Sad,Nestin,Kruska
23/03/2018 19:00,-1.4,-1.32,-1.52,Novi Sad,Nestin,Kruska
23/03/2018 20:00,-1.27,-1.21,-1.36,Novi Sad,Nestin,Kruska
23/03/2018 21:00,-1.3,-1.17,-1.39,Novi Sad,Nestin,Kruska
23/03/2018 22:00,-1.14,-1.12,-1.2,Novi Sad,Nestin,Kruska
23/03/2018 23:00,-1.27,-1.23,-1.3,Novi Sad,Nestin,Kruska
24/03/2018 00:00,-1.72,-1.32,-2.12,Novi Sad,Nestin,Kruska
24/03/2018 01:00,-2.13,-1.84,-2.53,Novi Sad,Nestin,Kruska
24/03/2018 02:00,-1.72,-1.64,-1.84,Novi Sad,Nestin,Kruska
24/03/2018 03:00,-1.49,-1.35,-1.71,Novi Sad,Nestin,Kruska
24/03/2018 04:00,-1.65,-1.45,-1.86,Novi Sad,Nestin,Kruska
24/03/2018 05:00,-1.66,-1.38,-1.96,Novi Sad,Nestin,Kruska
24/03/2018 06:00,-1.7,-1.48,-1.87,Novi Sad,Nestin,Kruska
24/03/2018 07:00,-1.31,-1.12,-1.56,Novi Sad,Nestin,Kruska
24/03/2018 08:00,-0.32,0.44,-1.02,Novi Sad,Nestin,Kruska
24/03/2018 09:00,0.8,1.53,0.37,Novi Sad,Nestin,Kruska
24/03/2018 10:00,1.67,2.46,0.98,Novi Sad,Nestin,Kruska
24/03/2018 11:00,3.16,4.05,2.42,Novi Sad,Nestin,Kruska
24/03/2018 12:00,3.07,3.81,2.66,Novi Sad,Nestin,Kruska
24/03/2018 13:00,3.35,3.73,2.96,Novi Sad,Nestin,Kruska
24/03/2018 14:00,3.61,4.41,3.1,Novi Sad,Nestin,Kruska
24/03/2018 15:00,3.52,3.88,3.14,Novi Sad,Nestin,Kruska
24/03/2018 16:00,3.34,3.69,2.8,Novi Sad,Nestin,Kruska
24/03/2018 17:00,2.44,2.9,1.89,Novi Sad,Nestin,Kruska
24/03/2018 18:00,1.64,1.86,1.31,Novi Sad,Nestin,Kruska
24/03/2018 19:00,1.43,1.78,1.23,Novi Sad,Nestin,Kruska
24/03/2018 20:00,1.25,1.7,0.77,Novi Sad,Nestin,Kruska
24/03/2018 21:00,0.3,0.64,-0.09,Novi Sad,Nestin,Kruska
24/03/2018 22:00,0.49,0.91,-0.23,Novi Sad,Nestin,Kruska
24/03/2018 23:00,1.15,1.43,0.8,Novi Sad,Nestin,Kruska
25/03/2018 00:00,1.1,1.4,0.86,Novi Sad,Nestin,Kruska
25/03/2018 01:00,1.46,1.63,1.05,Novi Sad,Nestin,Kruska
25/03/2018 02:00,0.69,1.21,-0.35,Novi Sad,Nestin,Kruska
25/03/2018 03:00,-1.1,-0.38,-1.42,Novi Sad,Nestin,Kruska
25/03/2018 04:00,-1.21,-0.84,-1.98,Novi Sad,Nestin,Kruska
25/03/2018 05:00,-0.93,0.38,-2.44,Novi Sad,Nestin,Kruska
25/03/2018 06:00,0.02,0.35,-0.63,Novi Sad,Nestin,Kruska
25/03/2018 07:00,0.37,0.94,-0.39,Novi Sad,Nestin,Kruska
25/03/2018 08:00,1.62,2.44,0.7,Novi Sad,Nestin,Kruska
25/03/2018 09:00,3.01,3.55,2.49,Novi Sad,Nestin,Kruska
25/03/2018 10:00,3.89,4.17,3.52,Novi Sad,Nestin,Kruska
25/03/2018 11:00,4.64,5.03,4.31,Novi Sad,Nestin,Kruska
25/03/2018 12:00,5.52,6.67,4.87,Novi Sad,Nestin,Kruska
25/03/2018 13:00,6.98,7.46,6.32,Novi Sad,Nestin,Kruska
25/03/2018 14:00,8.01,8.75,7.33,Novi Sad,Nestin,Kruska
25/03/2018 15:00,8.09,8.62,7.82,Novi Sad,Nestin,Kruska
25/03/2018 16:00,8.03,8.34,7.8,Novi Sad,Nestin,Kruska
25/03/2018 17:00,7.71,8.16,7.17,Novi Sad,Nestin,Kruska
25/03/2018 18:00,6.42,7.25,5.44,Novi Sad,Nestin,Kruska
25/03/2018 19:00,4.08,5.45,3.32,Novi Sad,Nestin,Kruska
25/03/2018 20:00,2.81,3.27,2.44,Novi Sad,Nestin,Kruska
25/03/2018 21:00,1.99,2.45,1.57,Novi Sad,Nestin,Kruska
25/03/2018 22:00,1.64,1.74,1.56,Novi Sad,Nestin,Kruska
25/03/2018 23:00,1.62,1.93,1.23,Novi Sad,Nestin,Kruska
26/03/2018 00:00,1.17,1.33,0.96,Novi Sad,Nestin,Kruska
26/03/2018 01:00,1.03,1.45,0.6,Novi Sad,Nestin,Kruska
26/03/2018 02:00,1.31,1.95,0.97,Novi Sad,Nestin,Kruska
26/03/2018 03:00,1.86,2.03,1.74,Novi Sad,Nestin,Kruska
26/03/2018 04:00,1.66,1.75,1.61,Novi Sad,Nestin,Kruska
26/03/2018 05:00,1.74,1.92,1.64,Novi Sad,Nestin,Kruska
26/03/2018 06:00,1.78,1.83,1.73,Novi Sad,Nestin,Kruska
26/03/2018 07:00,1.95,2.09,1.79,Novi Sad,Nestin,Kruska
26/03/2018 08:00,1.96,2.15,1.84,Novi Sad,Nestin,Kruska
26/03/2018 09:00,2.42,2.65,2.09,Novi Sad,Nestin,Kruska
26/03/2018 10:00,2.79,3.02,2.68,Novi Sad,Nestin,Kruska
26/03/2018 11:00,3.32,3.61,2.94,Novi Sad,Nestin,Kruska
26/03/2018 12:00,3.8,3.98,3.64,Novi Sad,Nestin,Kruska
26/03/2018 13:00,4.17,4.42,3.92,Novi Sad,Nestin,Kruska
26/03/2018 14:00,4.46,4.79,4.32,Novi Sad,Nestin,Kruska
26/03/2018 15:00,4.64,4.85,4.44,Novi Sad,Nestin,Kruska
26/03/2018 16:00,4.54,4.67,4.39,Novi Sad,Nestin,Kruska
26/03/2018 17:00,4.31,4.41,4.25,Novi Sad,Nestin,Kruska
26/03/2018 18:00,4.18,4.25,4.11,Novi Sad,Nestin,Kruska
26/03/2018 19:00,3.99,4.1,3.92,Novi Sad,Nestin,Kruska
26/03/2018 20:00,3.9,3.93,3.86,Novi Sad,Nestin,Kruska
26/03/2018 21:00,3.8,3.91,3.71,Novi Sad,Nestin,Kruska
26/03/2018 22:00,3.78,3.88,3.66,Novi Sad,Nestin,Kruska
26/03/2018 23:00,3.39,3.56,3.26,Novi Sad,Nestin,Kruska
27/03/2018 00:00,3.38,3.43,3.33,Novi Sad,Nestin,Kruska
27/03/2018 01:00,3.19,3.31,3.07,Novi Sad,Nestin,Kruska
27/03/2018 02:00,3.39,3.44,3.27,Novi Sad,Nestin,Kruska
27/03/2018 03:00,3.45,3.5,3.42,Novi Sad,Nestin,Kruska
27/03/2018 04:00,3.56,3.64,3.47,Novi Sad,Nestin,Kruska
27/03/2018 05:00,3.46,3.54,3.39,Novi Sad,Nestin,Kruska
27/03/2018 06:00,3.27,3.44,3.09,Novi Sad,Nestin,Kruska
27/03/2018 07:00,2.91,3.16,2.75,Novi Sad,Nestin,Kruska
27/03/2018 08:00,3.64,4.44,3.07,Novi Sad,Nestin,Kruska
27/03/2018 09:00,5.39,6.4,4.43,Novi Sad,Nestin,Kruska
27/03/2018 10:00,7.12,7.58,6.71,Novi Sad,Nestin,Kruska
27/03/2018 11:00,7.69,8.01,7.36,Novi Sad,Nestin,Kruska
27/03/2018 12:00,8.17,8.39,7.83,Novi Sad,Nestin,Kruska
27/03/2018 13:00,8.19,8.83,7.87,Novi Sad,Nestin,Kruska
27/03/2018 14:00,8.66,9.36,7.73,Novi Sad,Nestin,Kruska
27/03/2018 15:00,8.82,9.03,8.66,Novi Sad,Nestin,Kruska
27/03/2018 16:00,8.77,8.93,8.59,Novi Sad,Nestin,Kruska
27/03/2018 17:00,8.76,8.87,8.62,Novi Sad,Nestin,Kruska
27/03/2018 18:00,6.96,8.52,4.95,Novi Sad,Nestin,Kruska
27/03/2018 19:00,5,5.46,4.59,Novi Sad,Nestin,Kruska
27/03/2018 20:00,4.09,4.58,3.58,Novi Sad,Nestin,Kruska
27/03/2018 21:00,4.05,4.48,3.39,Novi Sad,Nestin,Kruska
27/03/2018 22:00,3.81,4.19,3.45,Novi Sad,Nestin,Kruska
27/03/2018 23:00,3.24,3.73,2.87,Novi Sad,Nestin,Kruska
28/03/2018 00:00,2.73,3.34,2.17,Novi Sad,Nestin,Kruska
28/03/2018 01:00,2.64,3.2,2.3,Novi Sad,Nestin,Kruska
28/03/2018 02:00,2.84,4.02,1.59,Novi Sad,Nestin,Kruska
28/03/2018 03:00,3.25,3.9,2.82,Novi Sad,Nestin,Kruska
28/03/2018 04:00,2.76,2.97,2.47,Novi Sad,Nestin,Kruska
28/03/2018 05:00,1.17,2.74,0.48,Novi Sad,Nestin,Kruska
28/03/2018 06:00,0.77,1.08,0.58,Novi Sad,Nestin,Kruska
28/03/2018 07:00,2.34,3.91,0.71,Novi Sad,Nestin,Kruska
28/03/2018 08:00,6.08,8.32,4.22,Novi Sad,Nestin,Kruska
28/03/2018 09:00,9.27,10.69,8.26,Novi Sad,Nestin,Kruska
28/03/2018 10:00,11.09,11.71,10.67,Novi Sad,Nestin,Kruska
28/03/2018 11:00,12.43,12.96,11.51,Novi Sad,Nestin,Kruska
28/03/2018 12:00,12.44,12.92,12.15,Novi Sad,Nestin,Kruska
28/03/2018 13:00,13.46,14.32,12.85,Novi Sad,Nestin,Kruska
28/03/2018 14:00,13.23,14.01,12.7,Novi Sad,Nestin,Kruska
28/03/2018 15:00,13.99,14.63,13.11,Novi Sad,Nestin,Kruska
28/03/2018 16:00,14.08,14.84,13.38,Novi Sad,Nestin,Kruska
28/03/2018 17:00,13.43,13.79,13.05,Novi Sad,Nestin,Kruska
28/03/2018 18:00,12.14,12.96,11.19,Novi Sad,Nestin,Kruska
28/03/2018 19:00,9.73,10.65,8.28,Novi Sad,Nestin,Kruska
28/03/2018 20:00,7.56,8.33,6.32,Novi Sad,Nestin,Kruska
28/03/2018 21:00,7.56,8.75,6.44,Novi Sad,Nestin,Kruska
28/03/2018 22:00,9.37,9.86,8.78,Novi Sad,Nestin,Kruska
28/03/2018 23:00,9.57,9.89,9.16,Novi Sad,Nestin,Kruska
29/03/2018 00:00,9.53,9.71,9.3,Novi Sad,Nestin,Kruska
29/03/2018 01:00,9.93,10.07,9.72,Novi Sad,Nestin,Kruska
29/03/2018 02:00,9.51,10.07,8.51,Novi Sad,Nestin,Kruska
29/03/2018 03:00,8.94,9.39,8.52,Novi Sad,Nestin,Kruska
29/03/2018 04:00,8.07,8.66,7.6,Novi Sad,Nestin,Kruska
29/03/2018 05:00,7.77,8.07,7.46,Novi Sad,Nestin,Kruska
29/03/2018 06:00,7.91,8.35,7.69,Novi Sad,Nestin,Kruska
29/03/2018 07:00,8.66,9.54,8.25,Novi Sad,Nestin,Kruska
29/03/2018 08:00,9.56,9.73,9.39,Novi Sad,Nestin,Kruska
29/03/2018 09:00,10,10.61,9.6,Novi Sad,Nestin,Kruska
29/03/2018 10:00,10.51,10.72,10.29,Novi Sad,Nestin,Kruska
29/03/2018 11:00,10.62,11.21,10.31,Novi Sad,Nestin,Kruska
29/03/2018 12:00,12.2,13.1,11.34,Novi Sad,Nestin,Kruska
29/03/2018 13:00,14.03,14.92,13.28,Novi Sad,Nestin,Kruska
29/03/2018 14:00,13.75,14.29,13.17,Novi Sad,Nestin,Kruska
29/03/2018 15:00,12.63,13.16,12.02,Novi Sad,Nestin,Kruska
29/03/2018 16:00,11.93,12.2,11.54,Novi Sad,Nestin,Kruska
29/03/2018 17:00,11.71,12.01,11.46,Novi Sad,Nestin,Kruska
29/03/2018 18:00,10.84,11.22,10.18,Novi Sad,Nestin,Kruska
29/03/2018 19:00,11.23,11.41,10.94,Novi Sad,Nestin,Kruska
29/03/2018 20:00,10.26,11.29,9.52,Novi Sad,Nestin,Kruska
29/03/2018 21:00,9.79,10.07,9.4,Novi Sad,Nestin,Kruska
29/03/2018 22:00,9.35,10.14,8.36,Novi Sad,Nestin,Kruska
29/03/2018 23:00,8.04,8.55,7.6,Novi Sad,Nestin,Kruska
30/03/2018 00:00,7.99,8.68,7.08,Novi Sad,Nestin,Kruska
30/03/2018 01:00,8.54,8.99,8.09,Novi Sad,Nestin,Kruska
30/03/2018 02:00,10.12,11.12,9.43,Novi Sad,Nestin,Kruska
30/03/2018 03:00,10.62,11.05,10.23,Novi Sad,Nestin,Kruska
30/03/2018 04:00,10.59,10.92,10.2,Novi Sad,Nestin,Kruska
30/03/2018 05:00,11.3,11.49,10.94,Novi Sad,Nestin,Kruska
30/03/2018 06:00,11.52,11.86,11.29,Novi Sad,Nestin,Kruska
30/03/2018 07:00,12.04,12.92,11.16,Novi Sad,Nestin,Kruska
30/03/2018 08:00,14,15.66,13.05,Novi Sad,Nestin,Kruska
30/03/2018 09:00,16.81,17.7,16.14,Novi Sad,Nestin,Kruska
