,Tavg,HC Air temperature [°C] max,HC Air temperature [°C] min,opstina,mesto,usev
09/01/2018 03:00,3.88,4.24,3.39,Novi Sad,Nestin,Kruska
09/01/2018 04:00,3.43,3.71,3.18,Novi Sad,Nestin,Kruska
09/01/2018 05:00,3.05,3.28,2.88,Novi Sad,Nestin,Kruska
09/01/2018 06:00,2.77,2.88,2.59,Novi Sad,Nestin,Kruska
09/01/2018 07:00,2.84,3.07,2.46,Novi Sad,Nestin,Kruska
09/01/2018 08:00,2.42,2.51,2.32,Novi Sad,Nestin,Kruska
09/01/2018 09:00,3.02,3.48,2.52,Novi Sad,Nestin,Kruska
09/01/2018 10:00,4.42,5.39,3.55,Novi Sad,Nestin,Kruska
09/01/2018 11:00,6.94,8.2,5.92,Novi Sad,Nestin,Kruska
09/01/2018 12:00,10.33,11.89,8.37,Novi Sad,Nestin,Kruska
09/01/2018 13:00,11.32,11.89,10.53,Novi Sad,Nestin,Kruska
09/01/2018 14:00,10.26,10.42,10.05,Novi Sad,Nestin,Kruska
09/01/2018 15:00,10,10.35,9.56,Novi Sad,Nestin,Kruska
09/01/2018 16:00,9.35,9.48,9.16,Novi Sad,Nestin,Kruska
09/01/2018 17:00,8.86,9.13,8.57,Novi Sad,Nestin,Kruska
09/01/2018 18:00,8.46,8.53,8.39,Novi Sad,Nestin,Kruska
09/01/2018 19:00,8.18,8.38,7.96,Novi Sad,Nestin,Kruska
09/01/2018 20:00,7.81,8.13,7.46,Novi Sad,Nestin,Kruska
09/01/2018 21:00,7.53,7.62,7.45,Novi Sad,Nestin,Kruska
09/01/2018 22:00,7.39,7.53,7.27,Novi Sad,Nestin,Kruska
09/01/2018 23:00,7.56,7.77,7.25,Novi Sad,Nestin,Kruska
10/01/2018 00:00,7.88,8.03,7.72,Novi Sad,Nestin,Kruska
10/01/2018 01:00,8.03,8.31,7.79,Novi Sad,Nestin,Kruska
10/01/2018 02:00,8.03,8.31,7.79,Novi Sad,Nestin,Kruska
10/01/2018 03:00,7.82,8.02,7.68,Novi Sad,Nestin,Kruska
10/01/2018 04:00,7.78,7.9,7.67,Novi Sad,Nestin,Kruska
10/01/2018 05:00,7.55,7.67,7.42,Novi Sad,Nestin,Kruska
10/01/2018 06:00,7.79,7.96,7.52,Novi Sad,Nestin,Kruska
10/01/2018 07:00,7.2,7.43,6.9,Novi Sad,Nestin,Kruska
10/01/2018 08:00,7.83,8.05,7.59,Novi Sad,Nestin,Kruska
10/01/2018 09:00,7.88,8.14,7.62,Novi Sad,Nestin,Kruska
10/01/2018 10:00,7.68,7.84,7.56,Novi Sad,Nestin,Kruska
10/01/2018 11:00,8.23,8.43,7.9,Novi Sad,Nestin,Kruska
10/01/2018 12:00,8.77,9.09,8.52,Novi Sad,Nestin,Kruska
10/01/2018 13:00,8.51,9.09,8.23,Novi Sad,Nestin,Kruska
10/01/2018 14:00,8.08,8.3,7.8,Novi Sad,Nestin,Kruska
10/01/2018 15:00,7.77,7.93,7.48,Novi Sad,Nestin,Kruska
10/01/2018 16:00,7.53,7.81,7.04,Novi Sad,Nestin,Kruska
10/01/2018 17:00,6.71,6.95,6.41,Novi Sad,Nestin,Kruska
10/01/2018 18:00,6.29,6.37,6.17,Novi Sad,Nestin,Kruska
10/01/2018 19:00,6,6.12,5.87,Novi Sad,Nestin,Kruska
10/01/2018 20:00,5.65,5.86,5.51,Novi Sad,Nestin,Kruska
10/01/2018 21:00,5.52,5.58,5.48,Novi Sad,Nestin,Kruska
10/01/2018 22:00,5.38,5.46,5.33,Novi Sad,Nestin,Kruska
10/01/2018 23:00,5.3,5.34,5.27,Novi Sad,Nestin,Kruska
11/01/2018 00:00,5.37,5.4,5.33,Novi Sad,Nestin,Kruska
11/01/2018 01:00,5.28,5.32,5.21,Novi Sad,Nestin,Kruska
11/01/2018 02:00,5.01,5.18,4.8,Novi Sad,Nestin,Kruska
11/01/2018 03:00,4.75,4.79,4.72,Novi Sad,Nestin,Kruska
11/01/2018 04:00,4.63,4.78,4.38,Novi Sad,Nestin,Kruska
11/01/2018 05:00,4.26,4.36,4.19,Novi Sad,Nestin,Kruska
11/01/2018 06:00,4.24,4.28,4.2,Novi Sad,Nestin,Kruska
11/01/2018 07:00,4.25,4.32,4.21,Novi Sad,Nestin,Kruska
11/01/2018 08:00,4.25,4.3,4.22,Novi Sad,Nestin,Kruska
11/01/2018 09:00,4.28,4.35,4.21,Novi Sad,Nestin,Kruska
11/01/2018 10:00,4.27,4.34,4.2,Novi Sad,Nestin,Kruska
11/01/2018 11:00,4.29,4.39,4.25,Novi Sad,Nestin,Kruska
11/01/2018 12:00,4.5,4.87,4.37,Novi Sad,Nestin,Kruska
11/01/2018 13:00,5.01,5.18,4.86,Novi Sad,Nestin,Kruska
11/01/2018 14:00,5.3,5.45,5.15,Novi Sad,Nestin,Kruska
11/01/2018 15:00,5.48,5.56,5.41,Novi Sad,Nestin,Kruska
11/01/2018 16:00,5.39,5.43,5.33,Novi Sad,Nestin,Kruska
11/01/2018 17:00,5.3,5.35,5.25,Novi Sad,Nestin,Kruska
11/01/2018 18:00,5.19,5.25,5.14,Novi Sad,Nestin,Kruska
11/01/2018 19:00,5.15,5.19,5.13,Novi Sad,Nestin,Kruska
11/01/2018 20:00,5.11,5.18,4.98,Novi Sad,Nestin,Kruska
11/01/2018 21:00,4.76,4.97,4.62,Novi Sad,Nestin,Kruska
11/01/2018 22:00,4.89,4.95,4.8,Novi Sad,Nestin,Kruska
11/01/2018 23:00,4.92,4.95,4.89,Novi Sad,Nestin,Kruska
12/01/2018 00:00,4.81,4.85,4.79,Novi Sad,Nestin,Kruska
12/01/2018 01:00,4.77,4.8,4.73,Novi Sad,Nestin,Kruska
12/01/2018 02:00,4.71,4.78,4.6,Novi Sad,Nestin,Kruska
12/01/2018 03:00,4.55,4.68,4.43,Novi Sad,Nestin,Kruska
12/01/2018 04:00,4.67,4.69,4.65,Novi Sad,Nestin,Kruska
12/01/2018 05:00,4.66,4.69,4.64,Novi Sad,Nestin,Kruska
12/01/2018 06:00,4.67,4.72,4.64,Novi Sad,Nestin,Kruska
12/01/2018 07:00,4.64,4.68,4.61,Novi Sad,Nestin,Kruska
12/01/2018 08:00,4.57,4.63,4.54,Novi Sad,Nestin,Kruska
12/01/2018 09:00,4.66,4.8,4.56,Novi Sad,Nestin,Kruska
12/01/2018 10:00,4.94,5.1,4.82,Novi Sad,Nestin,Kruska
12/01/2018 11:00,5.38,5.86,5.06,Novi Sad,Nestin,Kruska
12/01/2018 12:00,5.81,6.02,5.69,Novi Sad,Nestin,Kruska
12/01/2018 13:00,6.35,6.6,5.84,Novi Sad,Nestin,Kruska
12/01/2018 14:00,6.55,6.67,6.49,Novi Sad,Nestin,Kruska
12/01/2018 15:00,6.53,6.61,6.49,Novi Sad,Nestin,Kruska
12/01/2018 16:00,6.4,6.47,6.33,Novi Sad,Nestin,Kruska
12/01/2018 17:00,6.16,6.3,6,Novi Sad,Nestin,Kruska
12/01/2018 18:00,5.94,6.03,5.79,Novi Sad,Nestin,Kruska
12/01/2018 19:00,5.65,5.77,5.6,Novi Sad,Nestin,Kruska
